Rank,Year,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Name,Platform,Genre,Publisher
2932,2000.0,0.39,0.26,0.0,0.05,0.7,ncaafootball2001,ps,sports,electronicarts
2933,2004.0,0.34,0.27,0.0,0.09,0.7,mafia,ps2,action,illusionsoftworks
2934,2000.0,0.16,0.13,0.36,0.04,0.7,mobilesuitgundamjourneytojaburo,ps2,simulation,namcobandaigames
2935,2015.0,0.21,0.18,0.22,0.08,0.7,metalgearsolidvthephantompain,ps3,action,konamidigitalentertainment
2936,2002.0,0.34,0.27,0.0,0.09,0.7,timesplitters2,ps2,shooter,eidosinteractive
2937,2010.0,0.38,0.26,0.0,0.06,0.7,motionsports,x360,sports,ubisoft
2938,2008.0,0.64,0.0,0.0,0.05,0.7,mlb08theshow,ps3,sports,sonycomputerentertainment
2939,2004.0,0.37,0.14,0.17,0.01,0.7,classicnesserieszeldaiitheadventureoflink,gba,adventure,nintendo
2940,1994.0,0.0,0.0,0.7,0.0,0.7,fireemblemmonshnonazo,snes,roleplaying,nintendo
2941,2005.0,0.5,0.18,0.0,0.01,0.7,disneyschickenlittle,gba,platform,disneyinteractivestudios
2942,1981.0,0.65,0.04,0.0,0.01,0.69,kingkong,2600,action,tigervision
2943,2014.0,0.38,0.26,0.0,0.06,0.69,wwe2k15,x360,sports,taketwointeractive
2944,2014.0,0.28,0.31,0.05,0.05,0.69,thelegomovievideogame,3ds,action,warnerbrosinteractiveentertainment
2945,2009.0,0.42,0.21,0.0,0.06,0.69,xmenoriginswolverineuncagededition,x360,action,activision
2946,2007.0,0.26,0.01,0.26,0.17,0.69,metalgearsolidportableopsplus,psp,action,konamidigitalentertainment
2947,2010.0,0.47,0.17,0.0,0.05,0.69,disneytangled,wii,action,disneyinteractivestudios
2948,2007.0,0.54,0.1,0.0,0.06,0.69,shrekthethird,x360,action,activision
2949,2007.0,0.3,0.32,0.0,0.07,0.69,testdriveunlimited2,x360,racing,atari
2950,1997.0,0.39,0.26,0.0,0.05,0.69,motoracer2,ps,racing,electronicarts
2951,2005.0,0.54,0.13,0.0,0.02,0.69,halo2multiplayermappack,xb,shooter,microsoftgamestudios
2952,2015.0,0.25,0.33,0.0,0.11,0.69,minecraftstorymode,ps3,adventure,mojang
2953,2005.0,0.58,0.02,0.0,0.09,0.69,mortalkombatshaolinmonks,ps2,action,midwaygames
2954,2006.0,0.64,0.0,0.0,0.05,0.69,mxvsatvunleashedontheedge,psp,racing,thq
2955,2014.0,0.24,0.33,0.0,0.12,0.69,skylanderstrapteam,ps3,action,activision
2956,2004.0,0.5,0.18,0.0,0.01,0.69,mariopinballland,gba,misc,nintendo
2957,1984.0,0.0,0.0,0.69,0.0,0.69,mappy,nes,platform,namcobandaigames
2958,1993.0,0.0,0.0,0.69,0.0,0.69,jleaguesoccerprimegoal,snes,sports,namcobandaigames
2959,2003.0,0.53,0.14,0.0,0.02,0.69,dragonballzbudokai,gc,fighting,atari
2960,1998.0,0.38,0.26,0.0,0.05,0.69,nflxtreme,ps,sports,sonycomputerentertainment
2961,2010.0,0.52,0.09,0.01,0.07,0.69,theslycollection,ps3,platform,sonycomputerentertainment
2962,2013.0,0.0,0.2,0.42,0.07,0.69,onepiecepiratewarriors2,ps3,action,namcobandaigames
2963,2013.0,0.22,0.38,0.0,0.1,0.69,assassinscreedivblackflag,pc,action,ubisoft
2964,2002.0,0.53,0.14,0.0,0.02,0.69,harrypotterandthechamberofsecrets,gc,action,electronicarts
2965,2011.0,0.2,0.36,0.0,0.13,0.69,needforspeedshift2unleashed,ps3,racing,electronicarts
2966,2003.0,0.53,0.14,0.0,0.02,0.69,thelordoftheringsthereturnoftheking,gc,action,electronicarts
2967,2015.0,0.01,0.61,0.02,0.04,0.69,nintendopresentsnewstyleboutique2fashionforward,3ds,misc,nintendo
2968,2007.0,0.55,0.08,0.0,0.06,0.69,mxvsatvuntamed,x360,racing,thq
2969,2008.0,0.25,0.2,0.18,0.06,0.69,thelastremnant,x360,roleplaying,squareenix
2970,2013.0,0.28,0.35,0.0,0.06,0.69,frozenolafsquest,ds,platform,disneyinteractivestudios
2971,2011.0,0.27,0.32,0.0,0.1,0.69,thesimsmedieval,pc,simulation,electronicarts
2972,2004.0,0.34,0.26,0.0,0.09,0.68,baldursgatedarkallianceii,ps2,roleplaying,interplay
2973,2004.0,0.49,0.18,0.0,0.01,0.68,sharktale,gba,action,activision
2974,2014.0,0.39,0.23,0.0,0.06,0.68,plantsvszombiesgardenwarfare,xone,shooter,electronicarts
2975,2012.0,0.34,0.0,0.33,0.02,0.68,kirbysdreamcollectionspecialedition,wii,action,nintendo
2976,2009.0,0.6,0.03,0.0,0.05,0.68,bakuganbattlebrawlers,wii,action,activision
2977,1997.0,0.38,0.26,0.0,0.04,0.68,starwarsmastersofteraskasi,ps,action,lucasarts
2978,2011.0,0.32,0.13,0.18,0.04,0.68,thelaststory,wii,roleplaying,nintendo
2979,2003.0,0.62,0.04,0.0,0.02,0.68,nbastreetvol2,xb,sports,electronicarts
2980,2008.0,0.32,0.25,0.0,0.11,0.68,ironman,ps3,action,sega
2981,2015.0,0.21,0.36,0.0,0.11,0.68,disneyinfinity30,ps4,action,disneyinteractivestudios
2982,2007.0,0.26,0.29,0.02,0.12,0.68,spiderman3,ps3,platform,activision
2983,2004.0,0.63,0.02,0.0,0.03,0.68,ncaafootball2005,xb,sports,electronicarts
2984,1997.0,0.38,0.26,0.0,0.04,0.68,mortalkombatmythologiessubzero,ps,fighting,gtinteractive
2985,2013.0,0.26,0.33,0.03,0.06,0.68,raymanlegends,wiiu,platform,ubisoft
2986,2003.0,0.53,0.14,0.0,0.02,0.68,narutoclashofninja,gc,fighting,tomycorporation
2987,2005.0,0.57,0.02,0.0,0.09,0.68,princeofpersiathetwothrones,ps2,action,ubisoft
2988,2007.0,0.21,0.11,0.28,0.08,0.68,hotshotsgolfopentee2,psp,sports,sonycomputerentertainment
2989,2014.0,0.22,0.3,0.04,0.12,0.68,metrolastlight,ps4,action,deepsilver
2990,2010.0,0.32,0.0,0.34,0.02,0.68,fossilfighterschampions,ds,roleplaying,nintendo
2991,2005.0,0.54,0.11,0.0,0.03,0.68,mercenariesplaygroundofdestruction,xb,action,lucasarts
2992,2014.0,0.22,0.33,0.0,0.13,0.68,sniperelite3,ps4,shooter,505games
2993,2016.0,0.39,0.23,0.0,0.06,0.68,doom2016,xone,shooter,bethesdasoftworks
2994,1998.0,0.25,0.17,0.22,0.04,0.68,bushidoblade2,ps,fighting,squaresoft
2995,1998.0,0.15,0.1,0.38,0.04,0.68,suikodenii,ps,roleplaying,konamidigitalentertainment
2996,2015.0,0.3,0.33,0.0,0.06,0.68,needforspeed2015,xone,racing,electronicarts
2997,2007.0,0.63,0.01,0.0,0.05,0.68,carsmaternationalchampionship,ds,racing,thq
2998,2005.0,0.29,0.38,0.0,0.01,0.68,fifasoccer06,xb,sports,electronicarts
2999,2009.0,0.19,0.43,0.0,0.05,0.68,hiddenobjectsmysterystories,ds,adventure,gsp
3000,2006.0,0.55,0.04,0.04,0.05,0.68,redsteel,wii,shooter,ubisoft
3001,2004.0,0.51,0.15,0.0,0.02,0.68,fightnight2004,xb,fighting,electronicarts
3002,2006.0,0.28,0.22,0.11,0.07,0.68,touristtrophytherealridingsimulator,ps2,racing,sonycomputerentertainment
3003,2008.0,0.0,0.59,0.0,0.09,0.68,masseffect,pc,roleplaying,electronicarts
3004,2002.0,0.23,0.18,0.2,0.06,0.68,hackmutationpart2,ps2,roleplaying,atari
3005,2011.0,0.59,0.04,0.0,0.04,0.68,countrydance,wii,misc,funboxmedia
3006,2008.0,0.35,0.22,0.01,0.1,0.68,turok,ps3,action,touchstone
3007,2004.0,0.33,0.26,0.0,0.09,0.68,midwayarcadetreasures2,ps2,misc,midwaygames
3008,2008.0,0.13,0.52,0.0,0.02,0.67,100classicbooks,ds,misc,nintendo
3009,2007.0,0.33,0.24,0.0,0.11,0.67,unrealtournamentiii,ps3,shooter,midwaygames
3010,2007.0,0.22,0.01,0.42,0.02,0.67,finalfantasycrystalchroniclesringoffates,ds,roleplaying,squareenix
3011,2003.0,0.49,0.16,0.0,0.02,0.67,returntocastlewolfensteintidesofwar,xb,shooter,activision
3012,2013.0,0.45,0.17,0.0,0.05,0.67,needforspeedrivals,xone,racing,electronicarts
3013,2012.0,0.26,0.21,0.11,0.09,0.67,lollipopchainsaw,ps3,action,warnerbrosinteractiveentertainment
3014,2007.0,0.2,0.34,0.0,0.13,0.67,thedarkness,ps3,shooter,taketwointeractive
3015,1998.0,0.37,0.25,0.0,0.04,0.67,streetsk8er,ps,sports,electronicarts
3016,2010.0,0.4,0.22,0.0,0.06,0.67,clubpenguinelitepenguinforceherbertsrevenge,ds,adventure,disneyinteractivestudios
3017,1996.0,0.37,0.25,0.0,0.04,0.67,contralegacyofwar,ps,shooter,konamidigitalentertainment
3018,2006.0,0.35,0.22,0.0,0.1,0.67,blazingangelssquadronsofwwii,ps3,simulation,ubisoft
3019,2004.0,0.46,0.18,0.0,0.03,0.67,fightnightround2004,xb,fighting,electronicarts
3020,2014.0,0.33,0.28,0.0,0.06,0.67,wolfensteintheneworder,xone,shooter,bethesdasoftworks
3021,2010.0,0.49,0.13,0.0,0.05,0.67,thebiggestloserchallenge,wii,sports,thq
3022,2006.0,0.0,0.0,0.67,0.0,0.67,zaidanhoujinnipponkanjinouryokokenteikyoukaikouninkankends,ds,misc,rocketcompany
3023,1998.0,0.37,0.25,0.0,0.04,0.67,spiceworld,ps,action,sonycomputerentertainment
3024,2005.0,0.48,0.17,0.0,0.02,0.67,starwarsrepubliccommando,xb,shooter,activision
3025,2002.0,0.22,0.17,0.23,0.06,0.67,armoredcore3,ps2,simulation,metro3d
3026,2008.0,0.27,0.32,0.0,0.07,0.67,needforspeedundercover,wii,racing,electronicarts
3027,2008.0,0.0,0.0,0.67,0.0,0.67,taikonotatsujinwii,wii,misc,namcobandaigames
3028,2015.0,0.2,0.42,0.0,0.05,0.67,thewitcher3wildhunt,pc,roleplaying,namcobandaigames
3029,2005.0,0.16,0.36,0.0,0.14,0.67,virtuatennisworldtourusotherssales,psp,sports,sega
3030,2014.0,0.24,0.31,0.01,0.11,0.67,thelegomovievideogame,ps4,action,warnerbrosinteractiveentertainment
3031,2007.0,0.22,0.28,0.0,0.16,0.67,ratatouille,psp,action,thq
3032,2011.0,0.44,0.16,0.0,0.07,0.67,rift,pc,roleplaying,unknown
3033,1999.0,0.19,0.13,0.31,0.04,0.67,wildarms2,ps,roleplaying,sonycomputerentertainment
3034,2008.0,0.0,0.66,0.0,0.01,0.67,summersportsparadiseislandotherssales,wii,sports,ubisoft
3035,2010.0,0.42,0.18,0.01,0.05,0.67,castlevanialordsofshadow,x360,action,konamidigitalentertainment
3036,2013.0,0.28,0.3,0.0,0.08,0.67,bioshockinfinite,pc,shooter,taketwointeractive
3037,2015.0,0.23,0.33,0.0,0.11,0.67,minecraftstorymode,ps4,adventure,mojang
3038,2008.0,0.18,0.41,0.0,0.08,0.67,tvshowkingparty,wii,puzzle,ubisoft
3039,2010.0,0.4,0.21,0.01,0.05,0.67,craftingmama,ds,simulation,505games
3040,2008.0,0.3,0.29,0.01,0.07,0.67,007quantumofsolace,wii,action,activision
3041,2010.0,0.56,0.06,0.0,0.05,0.67,rockband3,wii,misc,mtvgames
3042,2008.0,0.01,0.64,0.0,0.02,0.67,commandconquerredalert3,pc,strategy,electronicarts
3043,2003.0,0.33,0.25,0.0,0.09,0.67,thefairlyoddparentsbreakindarules,ps2,platform,thq
3044,2006.0,0.33,0.2,0.0,0.14,0.67,wwesmackdownvsraw2007,psp,fighting,thq
3045,2010.0,0.0,0.58,0.0,0.09,0.67,peppapigfunandgames,ds,misc,ubisoft
3046,1981.0,0.63,0.03,0.0,0.01,0.67,adventuresoftron,2600,action,mattelinteractive
3047,2007.0,0.33,0.05,0.25,0.04,0.67,phoenixwrightaceattorneytrialsandtribulations,ds,adventure,capcom
3048,2012.0,0.51,0.11,0.0,0.05,0.67,nhl13,x360,sports,electronicarts
3049,2014.0,0.25,0.26,0.05,0.11,0.67,borderlandsthepresequel,ps3,shooter,taketwointeractive
3050,2010.0,0.01,0.53,0.0,0.12,0.67,thesims3highendloftstuff,pc,simulation,electronicarts
3051,2007.0,0.48,0.18,0.0,0.01,0.67,thechroniclesofnarniathelionthewitchandthewardrobe,gba,action,disneyinteractivestudios
3052,2006.0,0.0,0.0,0.66,0.0,0.66,zaidanhoujinnipponkanjinouryokukenteikyoukaikoushikisoft200manninnokankentokotonkanjinou,ds,misc,ieinstitute
3053,1999.0,0.37,0.25,0.0,0.04,0.66,propinballbigraceusa,ps,simulation,taketwointeractive
3054,2004.0,0.49,0.15,0.0,0.02,0.66,nflstreet,xb,sports,electronicarts
3055,2008.0,0.31,0.24,0.01,0.1,0.66,shaunwhitesnowboarding,ps3,sports,ubisoft
3056,2014.0,0.35,0.23,0.03,0.06,0.66,thelegomovievideogame,wiiu,action,warnerbrosinteractiveentertainment
3057,2007.0,0.55,0.02,0.0,0.09,0.66,tonyhawksprovingground,ps2,sports,activision
3058,2003.0,0.32,0.25,0.0,0.08,0.66,mlb2004,ps2,sports,sonycomputerentertainment
3059,2007.0,0.26,0.01,0.13,0.26,0.66,narutoshippudenultimateninja4,ps2,fighting,atari
3060,1998.0,0.37,0.25,0.0,0.04,0.66,tigerwoodspgatour2000,ps,sports,electronicarts
3061,2001.0,0.37,0.25,0.0,0.04,0.66,darkstone,ps,roleplaying,electronicarts
3062,2002.0,0.32,0.25,0.0,0.08,0.66,ncaamarchmadness2003,ps2,sports,electronicarts
3063,2003.0,0.48,0.16,0.0,0.02,0.66,findingnemo,xb,action,thq
3064,2006.0,0.55,0.02,0.0,0.09,0.66,thrillville,ps2,strategy,atari
3065,2009.0,0.51,0.1,0.0,0.06,0.66,nhl10,x360,sports,electronicarts
3066,2000.0,0.0,0.0,0.66,0.0,0.66,jikkyouworldsoccer2000finaledition,ps2,sports,konamidigitalentertainment
3067,2005.0,0.52,0.13,0.0,0.02,0.66,madagascar,gc,platform,activision
3068,2012.0,0.0,0.0,0.66,0.0,0.66,puzzlerbraingames,wii,puzzle,namcobandaigames
3069,2003.0,0.0,0.0,0.64,0.02,0.66,dragonquestmonsterscaravanheart,gba,roleplaying,enixcorporation
3070,2004.0,0.47,0.18,0.0,0.01,0.66,strawberryshortcakesummertimeadventure,gba,adventure,majescoentertainment
3071,2013.0,0.14,0.38,0.0,0.14,0.66,raymanlegends,ps3,platform,ubisoft
3072,2013.0,0.35,0.24,0.0,0.07,0.66,rocksmith2014,pc,misc,ubisoft
3073,2004.0,0.32,0.25,0.0,0.08,0.66,streetfighteranniversarycollection,ps2,fighting,capcom
3074,1998.0,0.37,0.25,0.0,0.04,0.66,legendoflegaia,ps,roleplaying,sonycomputerentertainment
3075,2010.0,0.02,0.52,0.0,0.12,0.66,napoleontotalwar,pc,strategy,sega
3076,2010.0,0.06,0.03,0.55,0.02,0.66,fistofthenorthstarkensrage,ps3,action,ubisoftannecy
3077,2007.0,0.28,0.02,0.33,0.03,0.66,wariomasterofdisguise,ds,platform,nintendo
3078,2010.0,0.27,0.25,0.0,0.14,0.66,toystory3thevideogame,psp,action,disneyinteractivestudios
3079,2003.0,0.43,0.2,0.0,0.03,0.66,thesimsbustinout,gc,simulation,electronicarts
3080,2008.0,0.34,0.22,0.0,0.1,0.66,tigerwoodspgatour09,ps3,sports,electronicarts
3081,1982.0,0.62,0.04,0.0,0.01,0.66,keystonekapers,2600,action,activision
3082,2013.0,0.15,0.35,0.0,0.16,0.66,legomarvelsuperheroes,psv,action,warnerbrosinteractiveentertainment
3083,2008.0,0.29,0.14,0.19,0.04,0.66,newplaycontrolpikmin,wii,strategy,nintendo
3084,2002.0,0.47,0.17,0.0,0.01,0.66,shrekhassleatthecastle,gba,action,tdkmediactive
3085,2004.0,0.17,0.13,0.3,0.05,0.66,suikodeniv,ps2,roleplaying,konamidigitalentertainment
3086,2010.0,0.03,0.0,0.62,0.0,0.66,godseaterburst,psp,action,namcobandaigames
3087,2004.0,0.47,0.17,0.0,0.01,0.66,disneyskimpossible2drakkensdemise,gba,platform,disneyinteractivestudios
3088,1998.0,0.12,0.08,0.41,0.04,0.66,umjammerlammy,ps,misc,sonycomputerentertainment
3089,2005.0,0.49,0.14,0.0,0.02,0.66,brothersinarmsroadtohill30,xb,shooter,ubisoft
3090,2009.0,0.5,0.08,0.0,0.08,0.66,maddennfl10,psp,sports,electronicarts
3091,2007.0,0.23,0.27,0.0,0.16,0.66,transformersthegamexbox360ps2ps3wiipcversions,psp,action,activision
3092,2007.0,0.0,0.0,0.66,0.0,0.66,taikonotatsujindstouchdedokodon,ds,misc,namcobandaigames
3093,2015.0,0.09,0.44,0.03,0.09,0.66,f12015,ps4,racing,codemasters
3094,2008.0,0.33,0.25,0.0,0.07,0.66,sceneitboxofficesmash,x360,misc,microsoftgamestudios
3095,1998.0,0.36,0.25,0.0,0.04,0.66,animaniacstenpinalley,ps,sports,ascgames
3096,2014.0,0.38,0.22,0.0,0.06,0.65,disneyinfinity20marvelsuperheroes,wiiu,action,disneyinteractivestudios
3097,2012.0,0.33,0.22,0.0,0.1,0.65,nhl13,ps3,sports,electronicarts
3098,2008.0,0.24,0.0,0.0,0.41,0.65,kungfupanda,ps2,action,activision
3099,2008.0,0.32,0.22,0.01,0.1,0.65,tomclancysendwar,ps3,strategy,ubisoft
3100,2014.0,0.35,0.25,0.0,0.05,0.65,theevilwithin,xone,action,bethesdasoftworks
3101,2008.0,0.35,0.23,0.0,0.07,0.65,tigerwoodspgatour09,x360,sports,electronicarts
3102,2005.0,0.18,0.14,0.29,0.05,0.65,radiatastories,ps2,roleplaying,squareenix
3103,2003.0,0.41,0.11,0.12,0.02,0.65,fzerogx,gc,racing,nintendo
3104,2005.0,0.32,0.25,0.0,0.08,0.65,disneyschickenlittle,ps2,platform,disneyinteractivestudios
3105,2008.0,0.29,0.22,0.0,0.14,0.65,walle,psp,platform,thq
3106,2004.0,0.25,0.09,0.3,0.01,0.65,yoshitopsyturvy,gba,platform,nintendo
3107,2009.0,0.31,0.28,0.0,0.07,0.65,up,ds,action,thq
3108,2002.0,0.32,0.25,0.0,0.08,0.65,monsterjammaximumdestruction,ps2,racing,ubisoft
3109,2009.0,0.56,0.04,0.0,0.05,0.65,realheroesfirefighter,wii,action,rondomedia
3110,2005.0,0.47,0.17,0.0,0.01,0.65,cartoonnetworkblockpartycartoonnetworkspeedwaydoublepack,gba,misc,thq
3111,1999.0,0.02,0.01,0.58,0.04,0.65,worldofdragonwarriortornekothelasthope,ps,roleplaying,enixcorporation
3112,2009.0,0.45,0.14,0.0,0.06,0.65,drawntolifethenextchapter,ds,puzzle,thq
3113,2014.0,0.58,0.0,0.0,0.07,0.65,mlb14theshow,ps4,sports,sonycomputerentertainmentamerica
3114,2009.0,0.39,0.2,0.0,0.06,0.65,tigerwoodspgatour10,x360,sports,electronicarts
3115,2003.0,0.47,0.17,0.0,0.01,0.65,advancewars2blackholerising,gba,strategy,nintendo
3116,2008.0,0.31,0.03,0.27,0.03,0.65,fireemblemshadowdragon,ds,roleplaying,nintendo
3117,1998.0,0.36,0.25,0.0,0.04,0.65,centipede,ps,shooter,atari
3118,2003.0,0.19,0.15,0.26,0.05,0.65,drakengard,ps2,roleplaying,squareenix
3119,2007.0,0.0,0.5,0.0,0.15,0.65,singstarpophits,ps2,misc,sonycomputerentertainment
3120,1987.0,0.6,0.04,0.0,0.01,0.65,kungfumaster,2600,action,activision
3121,2005.0,0.32,0.25,0.0,0.08,0.65,championsreturntoarms,ps2,roleplaying,sonyonlineentertainment
3122,2005.0,0.54,0.02,0.0,0.09,0.65,harrypotterandthegobletoffire,ps2,action,electronicarts
3123,2007.0,0.0,0.05,0.0,0.6,0.65,singstarrb,ps2,misc,sonycomputerentertainment
3124,2000.0,0.36,0.24,0.0,0.04,0.65,marykateandashleymagicalmysterymall,ps,adventure,acclaimentertainment
3125,2007.0,0.35,0.18,0.0,0.12,0.65,mxvsatvuntamed,psp,racing,thq
3126,2010.0,0.5,0.11,0.0,0.05,0.65,disneysingitpartyhits,wii,misc,disneyinteractivestudios
3127,2012.0,0.23,0.15,0.2,0.07,0.65,deadoralive5,ps3,fighting,tecmokoei
3128,2007.0,0.2,0.14,0.22,0.09,0.65,staroceanfirstdeparture,psp,roleplaying,squareenix
3129,2002.0,0.0,0.0,0.65,0.0,0.65,superrobottaisenimpact,ps2,strategy,banpresto
3130,2014.0,0.26,0.23,0.05,0.1,0.65,dragonageinquisition,ps3,roleplaying,electronicarts
3131,2011.0,0.39,0.2,0.0,0.06,0.65,theblackeyedpeasexperience,wii,misc,ubisoft
3132,2008.0,0.0,0.0,0.65,0.0,0.65,mecchataikonotatsujinmasterds7tsunoshimanodaibouken,ds,misc,namcobandaigames
3133,2010.0,0.17,0.04,0.4,0.03,0.65,sengokubasarasamuraiheroes,ps3,action,capcom
3134,2013.0,0.17,0.39,0.0,0.09,0.64,crysis3,pc,shooter,electronicarts
3135,2007.0,0.6,0.0,0.0,0.05,0.64,pawsclawspetvet,ds,simulation,thq
3136,2009.0,0.13,0.07,0.0,0.44,0.64,harrypotterandthehalfbloodprince,ps2,action,electronicarts
3137,2004.0,0.46,0.17,0.0,0.01,0.64,crashbandicootpurpleriptosrampage,gba,platform,vivendigames
3138,2014.0,0.35,0.24,0.0,0.05,0.64,diabloiii,xone,roleplaying,activision
3139,2004.0,0.32,0.25,0.0,0.08,0.64,spyroaherostail,ps2,platform,vivendigames
3140,2007.0,0.25,0.25,0.0,0.15,0.64,crashofthetitans,psp,action,vivendigames
3141,2013.0,0.2,0.31,0.0,0.13,0.64,alienscolonialmarines,ps3,shooter,sega
3142,2004.0,0.32,0.25,0.0,0.08,0.64,crashtwinsanity,ps2,platform,vivendigames
3143,2007.0,0.16,0.35,0.01,0.12,0.64,testdriveunlimited2,ps3,racing,atari
3144,2003.0,0.47,0.15,0.0,0.02,0.64,maxpayne2thefallofmaxpayne,xb,shooter,taketwointeractive
3145,2010.0,0.49,0.09,0.01,0.05,0.64,dragonballragingblast2,x360,fighting,namcobandaigames
3146,2004.0,0.54,0.02,0.0,0.09,0.64,goldeneyerogueagent,ps2,shooter,electronicarts
3147,2016.0,0.54,0.04,0.0,0.07,0.64,nba2k17,xone,sports,taketwointeractive
3148,2008.0,0.31,0.17,0.07,0.09,0.64,lostplanetextremecondition,ps3,shooter,capcom
3149,2012.0,0.36,0.23,0.0,0.05,0.64,xcomenemyunknown,x360,strategy,taketwointeractive
3150,2011.0,0.23,0.35,0.0,0.06,0.64,rayman3d,3ds,platform,ubisoft
3151,2016.0,0.25,0.29,0.0,0.1,0.64,legomarvelsavengers,ps4,action,warnerbrosinteractiveentertainment
3152,2004.0,0.43,0.19,0.0,0.02,0.64,jamesbond007everythingornothing,xb,shooter,electronicarts
3153,2003.0,0.31,0.24,0.0,0.08,0.64,x2wolverinesrevenge,ps2,platform,activision
3154,2007.0,0.25,0.32,0.0,0.07,0.64,stuntmanignition,x360,racing,thq
3155,2005.0,0.57,0.04,0.0,0.03,0.64,nbalive06,xb,sports,electronicarts
3156,2011.0,0.23,0.33,0.0,0.09,0.64,dragonageii,pc,action,electronicarts
3157,2006.0,0.55,0.04,0.0,0.05,0.64,legostarwarsiitheoriginaltrilogy,x360,action,lucasarts
3158,1999.0,0.48,0.15,0.0,0.01,0.64,tomclancysrainbowsix,n64,shooter,redstormentertainment
3159,1999.0,0.44,0.1,0.04,0.05,0.64,castlevania,n64,platform,konamidigitalentertainment
3160,1999.0,0.4,0.22,0.0,0.02,0.64,rayman2thegreatescape,n64,platform,ubisoft
3161,2004.0,0.46,0.17,0.0,0.01,0.64,nicktoonscollectiongameboyadvancevideovolume1,gba,misc,electronicarts
3162,2009.0,0.37,0.21,0.0,0.06,0.64,thelordoftheringsconquest,x360,action,electronicarts
3163,2002.0,0.29,0.33,0.0,0.01,0.64,timesplitters2,xb,shooter,eidosinteractive
3164,2006.0,0.15,0.12,0.34,0.04,0.64,onimushadawnofdreams,ps2,action,capcom
3165,2010.0,0.17,0.2,0.2,0.07,0.64,nier,ps3,roleplaying,squareenix
3166,2009.0,0.41,0.17,0.0,0.06,0.64,theprincessandthefrog,ds,platform,disneyinteractivestudios
3167,2007.0,0.07,0.43,0.0,0.14,0.64,segarallyrevo,ps3,racing,sega
3168,2004.0,0.46,0.17,0.0,0.01,0.64,spongebobsquarepantsgameboyadvancevideovolume1,gba,misc,electronicarts
3169,2012.0,0.26,0.2,0.09,0.1,0.64,gravityrush,psv,action,sonycomputerentertainment
3170,2002.0,0.46,0.17,0.0,0.01,0.64,konamicollectorsseriesarcadeadvanced,gba,misc,konamidigitalentertainment
3171,2010.0,0.23,0.09,0.27,0.05,0.64,whiteknightchroniclesii,ps3,roleplaying,sonycomputerentertainment
3172,2009.0,0.25,0.28,0.0,0.11,0.64,wolfenstein,ps3,shooter,activision
3173,2005.0,0.31,0.24,0.0,0.08,0.64,jampackvolume13rpt,ps2,misc,sonycomputerentertainment
3174,2015.0,0.22,0.32,0.0,0.1,0.64,legodimensions,ps4,action,warnerbrosinteractiveentertainment
3175,2010.0,0.07,0.42,0.0,0.14,0.64,starttheparty,ps3,misc,sonycomputerentertainment
3176,1998.0,0.59,0.04,0.0,0.01,0.64,cruisnworld,n64,racing,nintendo
3177,2000.0,0.6,0.03,0.0,0.01,0.64,maddennfl2001,n64,sports,electronicarts
3178,2007.0,0.56,0.02,0.01,0.05,0.64,nbalive08,ps3,sports,electronicarts
3179,2013.0,0.46,0.12,0.0,0.05,0.64,thewalkingdeadsurvivalinstinct,x360,shooter,activision
3180,2007.0,0.2,0.26,0.11,0.06,0.64,donkeykongbarrelblast,wii,racing,nintendo
3181,2008.0,0.45,0.1,0.04,0.05,0.64,okami,wii,action,capcom
3182,2004.0,0.31,0.24,0.0,0.08,0.64,lemonysnicketsaseriesofunfortunateevents,ps2,platform,activision
3183,2014.0,0.2,0.33,0.01,0.1,0.64,middleearthshadowofmordor,ps3,action,warnerbrosinteractiveentertainment
3184,2009.0,0.59,0.0,0.0,0.04,0.64,familyfeud2010edition,wii,misc,ubisoft
3185,2010.0,0.36,0.21,0.01,0.06,0.63,redsteel2,wii,shooter,ubisoft
3186,2005.0,0.53,0.02,0.0,0.09,0.63,xmenlegendsiiriseofapocalypse,ps2,roleplaying,activision
3187,1997.0,0.35,0.24,0.0,0.04,0.63,nightmarecreatures,ps,action,sonycomputerentertainment
3188,2009.0,0.08,0.12,0.0,0.44,0.63,singstarqueen,ps2,misc,sonycomputerentertainment
3189,2014.0,0.41,0.16,0.0,0.06,0.63,justdance2015,x360,misc,ubisoft
3190,2013.0,0.01,0.45,0.03,0.15,0.63,f12013,ps3,racing,codemasters
3191,2007.0,0.22,0.34,0.0,0.07,0.63,juiced2hotimportnights,x360,racing,thq
3192,2001.0,0.41,0.19,0.0,0.03,0.63,tonyhawksproskater2x,xb,sports,activision
3193,1999.0,0.35,0.24,0.0,0.04,0.63,simthemepark,ps,strategy,electronicarts
3194,2002.0,0.2,0.4,0.0,0.04,0.63,fifasoccer2003,xb,sports,electronicarts
3195,2009.0,0.43,0.14,0.0,0.06,0.63,ghostbustersthevideogame,x360,action,atari
3196,2007.0,0.0,0.0,0.63,0.0,0.63,monsterhunter2,ps2,roleplaying,capcom
3197,2005.0,0.53,0.02,0.0,0.09,0.63,nascar06totalteamcontrol,ps2,racing,electronicarts
3198,2006.0,0.3,0.23,0.01,0.1,0.63,tonyhawksproject8,ps3,sports,activision
3199,2004.0,0.45,0.17,0.0,0.01,0.63,dogz,gba,simulation,ubisoft
